Word,Cognate_Set,Language,Language_No,Word_form
WARM,3,Polish,50-0,CIEPLY
WARM,3,Russian,51-0,TEPLYJ
WARM,3,Macedonian,52-0,TOPLI
WARM,3,Macedonian,52-1,TOPUL
WARM,3,Bulgarian,53-0,TOPLO
WARM,3,Serbocroatian,54-0,TOPLO
WARM,4,Greek_ML,66-0,DZESTOS
WARM,4,Greek_MD,67-0,DZESTOS
WARM,4,Greek_Mod,68-0,ZESTOS
WARM,4,Greek_D,69-0,DZESTOS
WARM,5,Welsh_C,04-0,TWYM
WARM,5,Breton_List,05-0,TOMM
WARM,5,Breton_SE,06-0,TUEM
WARM,5,Breton_ST,07-0,TOMM
WARM,6,Sardinian_N,17-0,KAENTE
WARM,6,Sardinian_C,19-0,KALLENTI
WARM,6,Spanish,20-0,CALIENTE
WARM,6,Catalan,23-0,CALENT
WARM,6,Romanian_List,08-0,CALD
WARM,6,Romanian_List,08-1,CALDUROS
WARM,6,Vlach,09-0,KELDURE
WARM,6,Italian,10-0,CALDO
WARM,6,Sardinian_L,18-0,CALDU
WARM,7,Albanian_Top,81-0,NGROTE
WARM,7,Albanian_G,82-0,NGROFET
WARM,7,Albanian_K,83-0,NGROXETE
WARM,7,ALbanian_C,84-0,NGROXT
WARM,8,Afghan,74-0,TOD
WARM,8,Waziri,75-0,TOD
WARM,8,Armenian_Mod,71-0,TOT
WATER,1,Greek_ML,66-0,NERO
WATER,1,Greek_MD,67-0,NERO
WATER,1,Greek_Mod,68-0,NERO
WATER,1,Greek_D,69-0,NERO
WATER,2,Romanian_List,08-0,APA
WATER,2,Vlach,09-0,APE
WATER,2,Sardinian_N,17-0,ABBA
WATER,2,Sardinian_L,18-0,ABBA
WATER,2,Afghan,74-0,OBE
WATER,2,Waziri,75-0,EBO
WATER,2,Persian_List,76-0,AB
WATER,2,Tadzik,77-0,OB
WATER,2,Baluchi,78-0,AF
WATER,2,Italian,10-0,ACQUA
WATER,2,Provencal,12-0,AIGO
WATER,2,Sardinian_C,19-0,AKKUA
WATER,2,Spanish,20-0,AGUA
WATER,2,Portuguese_ST,21-0,AGUA
WATER,2,Brazilian,22-0,AGUA
WATER,2,Catalan,23-0,AYGUA
WATER,3,German_ST,24-0,WASSER
WATER,3,Penn_Dutch,25-0,WASSER
WATER,3,Dutch_List,26-0,WATER
WATER,3,Afrikaans,27-0,WATER
WATER,3,Flemish,28-0,WATER
WATER,3,Frisian,29-0,WETTER
WATER,3,Swedish_Up,30-0,VATTEN
WATER,3,Swedish_VL,31-0,VATN
WATER,3,Swedish_List,32-0,VATTEN
WATER,3,Danish,33-0,VAND
WATER,3,Riksmal,34-0,VANN
WATER,3,Icelandic_ST,35-0,VATN
WATER,3,Faroese,36-0,VATN
WATER,3,English,37-0,WATER
WATER,3,Sranan,38-0,WATRA
WATER,3,Lithuanian_O,39-0,VANDUO
WATER,3,Lithuanian_ST,40-0,VANDUO
WATER,3,Singhalese,56-0,WATURA
WATER,3,Slovenian,42-0,VODA
WATER,3,Lusatian_L,43-0,WODA
WATER,3,Lusatian_U,44-0,WODA
WATER,3,Czech,45-0,VODA
WATER,3,Slovak,46-0,VODA
WATER,3,Czech_E,47-0,VODA
WATER,3,Ukrainian,48-0,VODA
WATER,3,Byelorussian,49-0,VADA
WATER,3,Polish,50-0,WODA
WATER,3,Russian,51-0,VODA
WATER,3,Macedonian,52-0,VODA
WATER,3,Bulgarian,53-0,VODA
WATER,3,Serbocroatian,54-0,VODA
WATER,4,Welsh_N,03-0,DWR
WATER,4,Welsh_C,04-0,DWR
WATER,4,Breton_List,05-0,DOUR
WATER,4,Breton_SE,06-0,DEUR
WATER,4,Breton_ST,07-0,DOUR
WATER,4,Greek_K,70-0,HUDOR
WATER,5,Irish_A,01-0,UISGE
WATER,5,Irish_B,02-0,UISCE
WATER,5,Albanian_T,80-0,UJE
WATER,5,Albanian_Top,81-0,UJE
WATER,5,Albanian_G,82-0,UJT
WATER,5,Albanian_K,83-0,UJE
WATER,5,ALbanian_C,84-0,UJ
WATER,6,Romani,55-0,PAI
WATER,6,Kashmiri,57-0,PONU
WATER,6,Marathi,58-0,PANI
WATER,6,Gujarati,59-0,PANI
WATER,6,Panjabi_ST,60-0,PANI
WATER,6,Lahnda,61-0,PANI
WATER,6,Hindi,62-0,PANI
WATER,6,Nepali_List,64-0,PANI
WATER,6,Khaskura,65-0,PANI
WE,1,Lithuanian_O,39-0,MES
WE,1,Lithuanian_ST,40-0,MES
WE,1,Latvian,41-0,MES
WE,1,Greek_ML,66-0,EMEIS
WE,1,Greek_MD,67-0,EMEIS
WE,1,Greek_MD,67-1,MEIS
WE,1,Greek_MD,67-2,MAS
WE,1,Greek_Mod,68-0,EMIS
WE,1,Greek_D,69-0,EMEIS
WE,1,Greek_K,70-0,HEMEIS
WE,1,Slovenian,42-0,MI
WE,1,Lusatian_L,43-0,MY
WE,1,Lusatian_U,44-0,MY
WE,1,Czech,45-0,MY
WE,1,Slovak,46-0,MY
WE,1,Czech_E,47-0,MI
WE,1,Ukrainian,48-0,MY
WE,1,Byelorussian,49-0,MY
WE,1,Polish,50-0,MY
WE,1,Russian,51-0,MY
WE,1,Macedonian,52-0,MIE
WE,1,Serbocroatian,54-0,MI
WE,2,Irish_A,01-0,SINN
WE,2,Irish_B,02-0,INN
WE,2,Irish_B,02-1,SINN
WE,2,Irish_B,02-2,SINNE
WE,2,Irish_B,02-3,INNE
WE,2,Macedonian,52-1,NIE
WE,2,Welsh_N,03-0,NI
WE,2,Welsh_C,04-0,NI
WE,2,Breton_List,05-0,NI
WE,2,Breton_SE,06-0,NI
WE,2,Breton_ST,07-0,NI
WE,2,Bulgarian,53-0,NIE
WE,2,Albanian_T,80-0,NE
WE,2,Albanian_Top,81-0,NEVE
WE,2,Albanian_Top,81-1,NE
WE,2,Albanian_G,82-0,NE
WE,2,Albanian_K,83-0,NA
WE,2,ALbanian_C,84-0,NA
WE,2,Romanian_List,08-0,NOI
WE,2,Vlach,09-0,NOI
WE,2,Italian,10-0,NOI
WE,2,Ladin,11-0,NUS
WE,2,Provencal,12-0,NOUS
WE,2,Provencal,12-1,NAUTRE
WE,2,French,13-0,NOUS
WE,2,Walloon,14-0,NOS
WE,2,French_Creole_C,15-0,NU
WE,2,French_Creole_D,16-0,NU
WE,2,Sardinian_N,17-0,NOIS
WE,2,Sardinian_L,18-0,NOS
WE,2,Sardinian_C,19-0,NOSUS
WE,2,Spanish,20-0,NOSOTROS
WE,2,Portuguese_ST,21-0,NOS
WE,2,Brazilian,22-0,NOS
WE,2,Catalan,23-0,NOSALTRES
WE,2,Albanian_K,83-1,I-NOTISURE
WE,3,Ossetic,73-0,MAX
WE,3,Afghan,74-0,MUZ
WE,3,Waziri,75-0,MIZH
WE,3,Persian_List,76-0,MA
WE,3,Tadzik,77-0,MO
WE,3,Tadzik,77-1,MOEN
WE,3,Baluchi,78-0,MA
WE,4,German_ST,24-0,WIR
WE,4,Dutch_List,26-0,WIJ
WE,4,Flemish,28-0,WY
WE,4,Frisian,29-0,WY
WE,4,Swedish_Up,30-0,VI
WE,4,Swedish_VL,31-0,VI
WE,4,Swedish_List,32-0,VI
WE,4,Danish,33-0,VI
WE,4,Riksmal,34-0,VI
WE,4,Icelandic_ST,35-0,VIO
WE,4,Faroese,36-0,VIT
WE,4,English,37-0,WE
WE,4,Sranan,38-0,WI
WE,5,Romani,55-0,AMEN
WE,5,Marathi,58-0,AMHI
WE,5,Gujarati,59-0,EHME
WE,5,Hindi,62-0,HEM
WE,5,Bengali,63-0,AMRA
WE,5,Nepali_List,64-0,HAMI
WE,5,Khaskura,65-0,HAMIHARU
WET,1,Welsh_N,03-0,GWLYB
WET,1,Welsh_C,04-0,GWLYB
WET,1,Breton_List,05-0,GLEBIA
WET,1,Breton_SE,06-0,GLOEB
WET,1,Breton_ST,07-0,GLEB
WET,2,German_ST,24-0,NASS
WET,2,Penn_Dutch,25-0,NAASZ
WET,2,Dutch_List,26-0,NAT
WET,2,Afrikaans,27-0,NAT
WET,2,Flemish,28-0,NAT
WET,2,Sranan,38-0,NATI
WET,3,Frisian,29-0,WIET
WET,3,Swedish_Up,30-0,VAT
WET,3,Swedish_VL,31-0,VOT-VAT
WET,3,Swedish_List,32-0,VAT
WET,3,Danish,33-0,VAAD
WET,3,Riksmal,34-0,VAT
WET,3,Icelandic_ST,35-0,VOTUR
WET,3,Faroese,36-0,VATUR
WET,3,English,37-0,WET
WET,4,Slovenian,42-0,MAKRO
WET,4,Lusatian_L,43-0,MOKSY
WET,4,Lusatian_U,44-0,MOKRY
WET,4,Czech,45-0,MOKRY
WET,4,Slovak,46-0,MOKRY
WET,4,Czech_E,47-0,MOKRE
WET,4,Ukrainian,48-0,MOKRYJ
WET,4,Ukrainian,48-1,VOHKYJ
WET,4,Byelorussian,49-0,MOKRY
WET,4,Byelorussian,49-1,MOKRA
WET,4,Polish,50-0,MOKRY
WET,4,Russian,51-0,MOKRYJ
WET,4,Bulgarian,53-0,MOKRO
WET,4,Serbocroatian,54-0,MOKAR
WET,5,Albanian_T,80-0,I-LAGUR
WET,5,Albanian_Top,81-0,LHAGUR-I
WET,5,Albanian_G,82-0,LAKT
WET,5,Albanian_K,83-1,I-LAGURE
WET,5,ALbanian_C,84-0,LAGET
WET,6,Provencal,12-0,MUIA
WET,6,Provencal,12-1,IME
WET,6,Provencal,12-2,IMO
WET,6,Provencal,12-3,MOUISSE
WET,6,French,13-0,MOUILLE
WET,6,Walloon,14-0,MOUYI
WET,6,French_Creole_C,15-0,MUYE-MWIYE
WET,6,French_Creole_D,16-0,MUYE
WET,6,Spanish,20-0,MOJADO
WET,6,Portuguese_ST,21-0,MOLHADO
WET,6,Brazilian,22-0,MOLHADO
WET,6,Catalan,23-0,MULLADA
WET,6,Catalan,23-1,MULLADURA
WHAT,1,Provencal,12-0,QUE
WHAT,1,French,13-0,QUE
WHAT,1,Walloon,14-0,QUI
WHAT,1,Walloon,14-1,QWE
WHAT,1,Spanish,20-0,QUE
WHAT,1,Portuguese_ST,21-0,QUE
WHAT,1,Brazilian,22-0,QUE
WHAT,1,Catalan,23-0,QUIN
WHAT,1,Catalan,23-1,QUE
WHAT,1,Lithuanian_O,39-0,KA
WHAT,1,Lithuanian_ST,40-0,KAS
WHAT,1,Latvian,41-0,KAS
WHAT,1,Slovenian,42-0,KAY
WHAT,1,Kashmiri,57-0,KYAH
WHAT,1,Marathi,58-0,KAY
WHAT,1,Panjabi_ST,60-0,KI
WHAT,1,Lahnda,61-0,KE
WHAT,1,Hindi,62-0,KYA
WHAT,1,Bengali,63-0,KI
WHAT,1,Nepali_List,64-0,KE
WHAT,1,Nepali_List,64-1,KO
WHAT,1,Khaskura,65-0,KYA
WHAT,1,Lusatian_L,43-0,CO
WHAT,1,Lusatian_U,44-0,STO
WHAT,1,Czech,45-0,CO
WHAT,1,Slovak,46-0,CO
WHAT,1,Czech_E,47-0,CO
WHAT,1,Ukrainian,48-0,SCO
WHAT,1,Byelorussian,49-0,STO
WHAT,1,Polish,50-0,CO
WHAT,1,Russian,51-0,CTO
WHAT,1,Macedonian,52-0,STO
WHAT,1,Serbocroatian,54-0,STO
WHAT,1,Romanian_List,08-0,CE
WHAT,1,Vlach,09-0,CI
WHAT,1,Italian,10-0,CHE
WHAT,1,Ladin,11-0,CHE
WHAT,1,French_Creole_C,15-0,KI-SA
WHAT,1,French_Creole_D,16-0,D
WHAT,1,Sardinian_L,18-0,CHI
WHAT,1,Afghan,74-0,CE
WHAT,1,Waziri,75-0,KIM
WHAT,1,Waziri,75-1,TSE
WHAT,1,Persian_List,76-0,CHE
WHAT,1,Tadzik,77-0,CI
WHAT,1,Wakhi,79-0,CIZ
WHAT,1,Wakhi,79-1,CICIZ
WHAT,1,Albanian_Top,81-0,CE
WHAT,1,Albanian_G,82-0,TSH
WHAT,1,Albanian_K,83-0,CE
WHAT,1,ALbanian_C,84-0,CE
WHAT,2,German_ST,24-0,WAS
WHAT,2,Penn_Dutch,25-0,WAAS
WHAT,2,Dutch_List,26-0,WAT
WHAT,2,Afrikaans,27-0,WAT
WHAT,2,Afrikaans,27-1,WATTER
WHAT,2,Flemish,28-0,WAT
WHAT,2,Frisian,29-0,HWAT
WHAT,2,Swedish_Up,30-0,VAD
WHAT,2,Swedish_Up,30-1,VA
WHAT,2,Swedish_VL,31-0,VA
WHAT,2,Swedish_VL,31-1,VA
WHAT,2,Swedish_List,32-0,VAD
WHAT,2,Danish,33-0,HVAD
WHAT,2,Riksmal,34-0,HVAD
WHAT,2,Icelandic_ST,35-0,HVAO
WHAT,2,Faroese,36-0,HVAT
WHAT,2,English,37-0,WHAT
WHAT,3,Greek_ML,66-0,TI
WHAT,3,Greek_MD,67-0,TI
WHAT,3,Greek_Mod,68-0,TI
WHAT,3,Greek_D,69-0,TI
WHAT,3,Greek_K,70-0,TI
WHEN,1,Ukrainian,48-0,KOLY
WHEN,1,Byelorussian,49-0,KALI
WHEN,1,Khaskura,65-0,KAILE
WHEN,1,Afghan,74-0,KELA
WHEN,1,Waziri,75-0,KALLA
WHEN,2,Lithuanian_O,39-0,KADA
WHEN,2,Lithuanian_ST,40-0,KADA
WHEN,2,Latvian,41-0,KAD
WHEN,2,Slovenian,42-0,KEDAJ
WHEN,2,Lusatian_L,43-0,GDY
WHEN,2,Lusatian_U,44-0,HDY
WHEN,2,Czech,45-0,KDY
WHEN,2,Slovak,46-0,KEDY
WHEN,2,Czech_E,47-0,KEDI
WHEN,2,Polish,50-0,KIEDY
WHEN,2,Russian,51-0,KOGDA
WHEN,2,Macedonian,52-0,KOGA
WHEN,2,Bulgarian,53-0,KOGA
WHEN,2,Serbocroatian,54-0,KADA
WHEN,2,Panjabi_ST,60-0,KED
WHEN,2,Panjabi_ST,60-1,KEDO
WHEN,2,Ossetic,73-0,KAED
WHEN,2,Baluchi,78-0,KHADHE
WHEN,3,Swedish_Up,30-0,NAR
WHEN,3,Swedish_VL,31-0,NAR
WHEN,3,Swedish_List,32-0,NAR
WHEN,3,Danish,33-0,HVORNAAR
WHEN,3,Danish,33-1,NAAR
WHEN,3,Riksmal,34-0,NAR
WHEN,3,Faroese,36-0,NAER
WHEN,3,German_ST,24-0,WANN
WHEN,3,Penn_Dutch,25-0,WONN
WHEN,3,Dutch_List,26-0,WANNEER
WHEN,3,Afrikaans,27-0,WANNEER
WHEN,3,Flemish,28-0,WANNEER
WHEN,3,Frisian,29-0,HONEAR
WHEN,3,Frisian,29-1,HWENNEAR
WHEN,3,Icelandic_ST,35-0,HVENAER
WHEN,3,English,37-0,WHEN
WHEN,3,Romanian_List,08-0,CIND
WHEN,3,Vlach,09-0,KYNTU
WHEN,3,Italian,10-0,QUANDO
WHEN,3,Provencal,12-0,QUAND
WHEN,3,Provencal,12-1,QUOURO
WHEN,3,French,13-0,QUAND
WHEN,3,Walloon,14-0,CWAND
WHEN,3,Walloon,14-1,QWAND
WHEN,3,Sardinian_N,17-0,KANDO
WHEN,3,Sardinian_L,18-0,CANDU
WHEN,3,Sardinian_C,19-0,KANDU
WHEN,3,Spanish,20-0,CUANDO
WHEN,3,Portuguese_ST,21-0,QUANDO
WHEN,3,Brazilian,22-0,QUANDO
WHEN,3,Catalan,23-0,QUANT
WHEN,4,Greek_ML,66-0,POTE
WHEN,4,Greek_MD,67-0,POTE
WHEN,4,Greek_Mod,68-0,POTE
WHEN,4,Greek_D,69-0,POTE
WHEN,4,Greek_K,70-0,POTE
WHEN,5,Ladin,11-0,CUR
WHEN,5,Ladin,11-1,CURA
WHEN,5,Kashmiri,57-0,KAR
WHEN,5,Albanian_T,80-0,KUR
WHEN,5,Albanian_Top,81-0,KUR
WHEN,5,Albanian_G,82-0,KUR
WHEN,5,Albanian_K,83-0,KUUR
WHEN,5,ALbanian_C,84-0,KUR
WHERE,1,Slovenian,42-0,KJE
WHERE,1,Lusatian_U,44-0,HDZE
WHERE,1,Czech,45-0,KDE
WHERE,1,Slovak,46-0,KDE
WHERE,1,Czech_E,47-0,GDE
WHERE,1,Ukrainian,48-0,DE-KUDY
WHERE,1,Byelorussian,49-0,DZE
WHERE,1,Polish,50-0,GDZIE
WHERE,1,Russian,51-0,GDE
WHERE,1,Macedonian,52-0,KADE
WHERE,1,Bulgarian,53-0,KEDE
WHERE,1,Serbocroatian,54-0,GDE
WHERE,2,Welsh_N,03-0,PLE
WHERE,2,Welsh_C,04-0,LLE
WHERE,2,Breton_List,05-0,PELEC*H
WHERE,2,Breton_ST,07-0,PELEC*H
WHERE,3,German_ST,24-0,WO
WHERE,3,Penn_Dutch,25-0,WUU
WHERE,3,Dutch_List,26-0,WAAR
WHERE,3,Afrikaans,27-0,WAAR
WHERE,3,Afrikaans,27-1,WAARHEEN
WHERE,3,Flemish,28-0,WAER
WHERE,3,Swedish_Up,30-0,VAR
WHERE,3,Swedish_VL,31-0,VAS
WHERE,3,Swedish_List,32-0,VAR
WHERE,3,Danish,33-0,HVOR
WHERE,3,Riksmal,34-0,HVOR
WHERE,3,Icelandic_ST,35-0,HVAR
WHERE,3,Faroese,36-0,HVAR
WHERE,3,English,37-0,WHERE
WHERE,4,Armenian_Mod,71-0,UR
WHERE,4,Armenian_List,72-0,OOR
WHERE,4,Lithuanian_O,39-0,KUR
WHERE,4,Lithuanian_ST,40-0,KUR
WHERE,4,Latvian,41-0,KUR
WHERE,4,Albanian_T,80-0,KU
WHERE,4,Albanian_Top,81-0,KU
WHERE,4,Albanian_G,82-0,KU
WHERE,4,Albanian_K,83-0,KU
WHERE,4,ALbanian_C,84-0,KU
WHERE,4,Irish_A,01-0,CA
WHERE,4,Irish_B,02-0,CAIT
WHERE,4,Irish_B,02-1,CA
WHERE,4,Irish_B,02-2,CA-IONAD
WHERE,4,French_Creole_C,15-0,KI-KOTE
WHERE,4,Romani,55-0,KAY
WHERE,4,Singhalese,56-0,KOTANADA
WHERE,4,Kashmiri,57-0,KATI
WHERE,4,Kashmiri,57-1,KOTU
WHERE,4,Marathi,58-0,KUTHE.
WHERE,4,Panjabi_ST,60-0,KITTHE
WHERE,4,Lahnda,61-0,KITTHA
WHERE,4,Hindi,62-0,KEHA
WHERE,4,Bengali,63-0,KOTHAE
WHERE,4,Nepali_List,64-0,KAHA
WHERE,4,Khaskura,65-0,KAHAN
WHERE,4,Ossetic,73-0,KAEM
WHERE,4,Persian_List,76-0,KOJA
WHERE,4,Tadzik,77-0,KUCO
WHERE,4,Wakhi,79-0,KUMER
WHERE,4,Wakhi,79-1,KUMJAEI
WHERE,5,Romanian_List,08-0,UNDE
WHERE,5,Provencal,12-0,OUNTE
WHERE,5,Provencal,12-1,MOUNTE
WHERE,5,Sardinian_C,19-0,AUNDI
WHERE,5,Spanish,20-0,DONDE
WHERE,5,Portuguese_ST,21-0,ONDE
WHERE,5,Brazilian,22-0,ONDE
WHERE,6,Greek_ML,66-0,POU
WHERE,6,Greek_MD,67-0,POU
WHERE,6,Greek_Mod,68-0,PU
WHERE,6,Greek_D,69-0,POU
WHERE,6,Greek_K,70-0,POU
WHITE,1,Welsh_N,03-0,GWYN
WHITE,1,Welsh_C,04-0,GWYN
WHITE,1,Breton_List,05-0,GWENN
WHITE,1,Breton_SE,06-0,GUEN
WHITE,1,Breton_ST,07-0,GWENN
WHITE,2,Albanian_T,80-0,I-BARDHE
WHITE,2,Albanian_Top,81-0,I-BARDHE
WHITE,2,Albanian_G,82-0,BARDH
WHITE,2,Albanian_K,83-0,BARDH
WHITE,2,ALbanian_C,84-0,I-BARDH
WHITE,3,Greek_ML,66-0,ASPROS
WHITE,3,Greek_MD,67-0,ASPRAS
WHITE,3,Greek_Mod,68-0,ASPROS
WHITE,3,Greek_D,69-0,ASPROS
WHITE,4,Italian,10-0,BIANCO
WHITE,4,Provencal,12-0,BLANC
WHITE,4,French,13-0,BLANC
WHITE,4,Walloon,14-0,BLANC
WHITE,4,French_Creole_C,15-0,BLA
WHITE,4,French_Creole_D,16-0,BLA
WHITE,4,Sardinian_N,17-0,BIANKU
WHITE,4,Sardinian_L,18-0,BIANCU
WHITE,4,Sardinian_C,19-0,BIANKU
WHITE,4,Spanish,20-0,BLANCO
WHITE,4,Portuguese_ST,21-0,BRANCO
WHITE,4,Brazilian,22-0,BRANCO
WHITE,4,Catalan,23-0,BLANCH
WHITE,5,Romanian_List,08-0,ALB
WHITE,5,Vlach,09-0,ALBE
WHITE,5,Ladin,11-0,ALV
WHITE,5,Portuguese_ST,21-0,ALVO
WHITE,6,Lithuanian_O,39-0,BALTAS
WHITE,6,Lithuanian_ST,40-0,BALTAS
WHITE,6,Latvian,41-0,BALTS
WHITE,6,Lusatian_L,43-0,BELY
WHITE,6,Lusatian_U,44-0,BELY
WHITE,6,Czech,45-0,BILY
WHITE,6,Slovak,46-0,BIELY
WHITE,6,Czech_E,47-0,BILE
WHITE,6,Ukrainian,48-0,BILYJ
WHITE,6,Byelorussian,49-0,BELY
WHITE,6,Polish,50-0,BIALY
WHITE,6,Russian,51-0,BELYJ
WHITE,6,Macedonian,52-0,BEL
WHITE,6,Bulgarian,53-0,BJALO
WHITE,6,Serbocroatian,54-0,BELO
WHITE,7,Marathi,58-0,SEPHET
WHITE,7,Gujarati,59-0,SEFED
WHITE,7,Lahnda,61-0,SEFED
WHITE,7,Hindi,62-0,SEPHED
WHITE,7,Persian_List,76-0,SEFID
WHITE,7,Tadzik,77-0,SAFED
WHITE,7,German_ST,24-0,WEISS
WHITE,7,Penn_Dutch,25-0,WEISZ
WHITE,7,Dutch_List,26-0,WIT
WHITE,7,Afrikaans,27-0,WIT
WHITE,7,Flemish,28-0,WIT
WHITE,7,Frisian,29-0,WYT
WHITE,7,Swedish_Up,30-0,VIT
WHITE,7,Swedish_VL,31-0,VIT
WHITE,7,Swedish_List,32-0,VIT
WHITE,7,Danish,33-0,HVID
WHITE,7,Riksmal,34-0,HVIT
WHITE,7,Icelandic_ST,35-0,HVITR
WHITE,7,Faroese,36-0,HVITUR
WHITE,7,English,37-0,WHITE
WHITE,7,Sranan,38-0,WETI
WHITE,7,Baluchi,78-0,SWETH
WHO,1,Slovenian,42-0,KEDU
WHO,1,Lusatian_L,43-0,CHTO
WHO,1,Czech,45-0,KDO
WHO,1,Slovak,46-0,KTO
WHO,1,Czech_E,47-0,GDO
WHO,1,Ukrainian,48-0,XTO
WHO,1,Byelorussian,49-0,XTO
WHO,1,Polish,50-0,KTO
WHO,1,Russian,51-0,KTO
WHO,1,Macedonian,52-0,KOJ
WHO,1,Macedonian,52-1,KOJSTO
WHO,1,Bulgarian,53-0,KOJ
WHO,1,Serbocroatian,54-0,TKO
WHO,2,Romani,55-0,KON
WHO,2,Marathi,58-0,KON
WHO,2,Gujarati,59-0,KON
WHO,2,Panjabi_ST,60-0,KON
WHO,2,Lahnda,61-0,KON
WHO,2,Hindi,62-0,KON
WHO,2,Nepali_List,64-0,KUN
WHO,2,Nepali_List,64-1,KO
WHO,2,Khaskura,65-0,KO
WHO,3,Swedish_Up,30-1,HOCKEN
WHO,3,Swedish_VL,31-1,HOKAN
WHO,3,English,37-0,WHO
WHO,3,Sranan,38-0,HOESOEMA
WHO,3,German_ST,24-0,WER
WHO,3,Penn_Dutch,25-0,WAIIR
WHO,3,Frisian,29-0,HWA
WHO,3,Frisian,29-1,HWA*T
WHO,3,Swedish_Up,30-0,VEM
WHO,3,Swedish_VL,31-0,VAM
WHO,3,Swedish_List,32-0,VEM
WHO,3,Danish,33-0,HVEM
WHO,3,Riksmal,34-0,HVEM
WHO,3,Icelandic_ST,35-0,HVER
WHO,3,Faroese,36-0,HVOR
WHO,4,Welsh_N,03-0,PWY
WHO,4,Welsh_C,04-0,PWY
WHO,4,Breton_List,05-0,PIOU
WHO,4,Breton_SE,06-0,PIU
WHO,4,Breton_ST,07-0,PIV
WHO,4,Greek_ML,66-0,POIOS
WHO,4,Greek_MD,67-0,POIOS
WHO,4,Greek_Mod,68-0,PYOS
WHO,4,Greek_D,69-0,POIOS
WHO,4,Greek_K,70-0,POIOS
WHO,5,Irish_A,01-0,CIA
WHO,5,Irish_B,02-0,CIA
WHO,5,Irish_B,02-1,CIACA
WHO,5,Albanian_Top,81-0,CILI
WHO,5,Romanian_List,08-0,CINE
WHO,5,Italian,10-0,CHI
WHO,5,Ladin,11-0,CHI
WHO,5,Sardinian_L,18-0,CHINI
WHO,5,Ossetic,73-0,CI
WHO,5,Provencal,12-0,QUE
WHO,5,Provencal,12-1,QUAU
WHO,5,Provencal,12-2,QU*
WHO,5,French,13-0,QUI
WHO,5,Walloon,14-0,KI
WHO,5,Walloon,14-1,QUI
WHO,5,French_Creole_C,15-0,KI-MUN
WHO,5,French_Creole_D,16-0,KIMUN
WHO,5,Sardinian_N,17-0,KIE
WHO,5,Sardinian_C,19-0,KINI
WHO,5,Spanish,20-0,QUIEN
WHO,5,Portuguese_ST,21-0,QUEM
WHO,5,Brazilian,22-0,QUEM
WHO,5,Catalan,23-0,QUI
WHO,5,Bengali,63-0,KE
WHO,5,Persian_List,76-0,KI
WHO,5,Tadzik,77-0,KI
WHO,5,Baluchi,78-0,KITHAN
WHO,5,Wakhi,79-0,KUI
WHO,6,Albanian_T,80-0,KUSH
WHO,6,Albanian_Top,81-0,KUS
WHO,6,Albanian_G,82-0,KUSH
WHO,6,Albanian_K,83-0,KUS
WHO,6,ALbanian_C,84-0,KUS
WHO,6,Lithuanian_O,39-0,KAS
WHO,6,Lithuanian_ST,40-0,KAS
WHO,6,Latvian,41-0,KAS
WHO,6,Latvian,41-1,KURS
WIDE,1,Albanian_T,80-0,I-GJERE
WIDE,1,Albanian_Top,81-0,I-GERE
WIDE,1,Albanian_G,82-0,GJAN
WIDE,1,Albanian_K,83-0,GERE
WIDE,1,ALbanian_C,84-0,I-GER
WIDE,2,Breton_List,05-0,LARK
WIDE,2,Romanian_List,08-0,LARG
WIDE,2,Vlach,09-0,LARGU
WIDE,2,Italian,10-0,LARGO
WIDE,2,Ladin,11-0,LARG
WIDE,2,Provencal,12-0,LARG
WIDE,2,Provencal,12-1,ARGO
WIDE,2,Provencal,12-2,LARGE
WIDE,2,French,13-0,LARGE
WIDE,2,Walloon,14-0,LADJE
WIDE,2,French_Creole_C,15-0,LAZ
WIDE,2,French_Creole_D,16-0,LAZ
WIDE,2,Sardinian_N,17-0,LARGU
WIDE,2,Sardinian_L,18-0,LARGU
WIDE,2,Sardinian_C,19-0,LARGU
WIDE,2,Portuguese_ST,21-0,LARGO
WIDE,2,Brazilian,22-0,LARGO
WIDE,3,Slovenian,42-0,SROKO
WIDE,3,Lusatian_L,43-0,SYROKI
WIDE,3,Lusatian_U,44-0,SEROKI
WIDE,3,Czech,45-0,SIROKY
WIDE,3,Slovak,46-0,SIROKY
WIDE,3,Czech_E,47-0,SIROKE
WIDE,3,Ukrainian,48-0,SYROKYJ
WIDE,3,Byelorussian,49-0,SYROKI
WIDE,3,Polish,50-0,SZEROKI
WIDE,3,Russian,51-0,SIROKIJ
WIDE,3,Macedonian,52-0,SI*ROK
WIDE,3,Bulgarian,53-0,SIROKO
WIDE,3,Serbocroatian,54-0,SIROK
WIDE,4,Dutch_List,26-0,WIJD
WIDE,4,Afrikaans,27-0,WYDE
WIDE,4,Flemish,28-0,WYD
WIDE,4,Frisian,29-0,WIID
WIDE,4,Swedish_Up,30-0,VID
WIDE,4,Swedish_VL,31-0,VI
WIDE,4,Swedish_List,32-0,VID
WIDE,4,Riksmal,34-0,VID
WIDE,4,Icelandic_ST,35-0,VIOR
WIDE,4,Faroese,36-0,VIDUR
WIDE,4,English,37-0,WIDE
WIDE,5,German_ST,24-0,BREIT
WIDE,5,Penn_Dutch,25-0,BRAYT
WIDE,5,Swedish_Up,30-0,BRED
WIDE,5,Swedish_VL,31-0,BRE
